Update Id,Revision Number,Title,KB Articles,Security Bulletin,Has Superseded Updates,Creation Date,Declined Reason
bca20c38-7cd4-45bc-9589-64945593bb40,200,"2020-12 Servicing Stack Update for Windows 10 Version 2004 for ARM64-based Systems (KB4593175)",4593175,,True,12/08/2020 18:00:06,Superseded
764cdcdc-9f41-493d-a57e-eb336c5b1ca9,201,"Feature update to Windows 10 (business editions), version 20H2, en-gb arm64",3012973,,True,12/03/2020 18:00:00,Windows 10 Edition
7c439633-6b47-44a1-aa10-00d0ea4251bd,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 2004 for x64 (KB4586876)",4586876,,True,01/12/2021 18:00:00,Superseded
8c68ee33-613b-49df-8d6e-b627a369022d,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1909 (KB4586878)",4586878,,True,01/12/2021 18:00:00,Superseded
76fa5373-59c3-4d98-984c-6d87354143cf,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10, version 20H2 for x64 (KB4586876)",4586876,,True,01/12/2021 18:00:00,Superseded
e5f5ab95-da61-4209-bab9-f39559b8e9d0,200,"2021-01 Servicing Stack Update for Windows 10 Version 20H2 for ARM64-based Systems (KB4598481)",4598481,,True,01/12/2021 18:00:06,Superseded
9222e79e-648e-46af-876b-6fb5176957a5,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1909 for ARM64 (KB4586878)",4586878,,True,01/12/2021 18:00:00,Superseded
d08b7fea-4dc5-451d-814e-6c5d7ac26579,200,"2021-01 Servicing Stack Update for Windows 10 Version 1909 for x64-based Systems (KB4598479)",4598479,,True,01/12/2021 18:00:06,Superseded
820c820a-2445-462e-bbf6-89abd30bd12b,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 2004 (KB4586876)",4586876,,True,01/12/2021 18:00:00,Superseded
4f1e32fe-5789-4aed-aefb-3a842d645516,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 2004 for ARM64 (KB4586876)",4586876,,True,01/12/2021 18:00:00,Superseded
81124e76-3f8f-4dfb-b899-a57d6a5aa777,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10, version 20H2 (KB4586876)",4586876,,True,01/12/2021 18:00:00,Superseded
3d836b31-e6d5-4184-879a-a0b42d0e0ff5,200,"2021-01 Servicing Stack Update for Windows 10 Version 2004 for ARM64-based Systems (KB4598481)",4598481,,True,01/12/2021 18:00:06,Superseded
48984454-5eae-4889-8b38-a68763bba701,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1909 for x64 (KB4586878)",4586878,,True,01/12/2021 18:00:00,Superseded
